,open,close,high,low,volume,money
2020/7/31 15:00,4672.53,4695.05,4697.14,4661.08,3476516300,64903874629
2020/8/3 10:30,4735.9,4727.73,4751.59,4720.02,8719853100,1.75E+11
2020/8/3 11:30,4727.09,4741.25,4764.26,4724.22,4501115800,78309620093
2020/8/3 14:00,4741.23,4753.63,4756.41,4733.37,3632380700,66675760696
2020/8/3 15:00,4754.03,4771.31,4771.37,4738.73,4624274300,82085016578
2020/8/4 10:30,4778.49,4762.85,4790.15,4755.5,8474646600,1.68E+11
2020/8/4 11:30,4762.89,4775.13,4807.08,4755.91,5768750800,92607488374
2020/8/4 14:00,4775.34,4787.82,4792.78,4747.77,4848551100,81854795551
2020/8/4 15:00,4787.88,4775.8,4799.74,4760.24,4905550000,84426037329
2020/8/5 10:30,4761.76,4753.75,4761.76,4711.39,8119149600,1.50E+11
2020/8/5 11:30,4754.02,4784.47,4784.47,4739.18,3334592600,61408974757
2020/8/5 14:00,4784.69,4763.54,4786.58,4757.46,4070569500,65040775215
2020/8/5 15:00,4763.15,4777.11,4777.55,4756.11,4145743100,71313749613
2020/8/6 10:30,4779.24,4734.34,4791.86,4734.34,8815509200,1.60E+11
2020/8/6 11:30,4734.12,4735.13,4740.73,4691.25,4586875800,84006237548
2020/8/6 14:00,4734.73,4717.09,4740.78,4708.17,3561319500,61490739714
2020/8/6 15:00,4717.52,4762.76,4765.79,4717.52,5821736100,98829590428
2020/8/7 10:30,4742.29,4703.38,4749.02,4699.38,8542576900,1.59E+11
2020/8/7 11:30,4703.05,4682.02,4718.29,4682.02,3723440700,68368653801
2020/8/7 14:00,4681.34,4688.26,4696.91,4637.84,4624286400,85619982055
2020/8/7 15:00,4688.66,4707.93,4738.11,4688.66,4461517600,84141572698
2020/8/10 10:30,4681.76,4697.22,4712.53,4646.29,8371345500,1.65E+11
2020/8/10 11:30,4697.16,4705.46,4712.36,4678.42,3762741000,63676356079
2020/8/10 14:00,4706.07,4741.02,4742.2,4704.86,3560544700,58312572466
2020/8/10 15:00,4740.42,4724.87,4757.66,4719.52,4684252000,84399858541
2020/8/11 10:30,4730.37,4775.51,4791.53,4730.37,8363360200,1.48E+11
2020/8/11 11:30,4775.26,4755.91,4775.55,4745.7,3396301700,56016221189
2020/8/11 14:00,4755.97,4759.81,4772.83,4754.33,2701707100,45504763754
2020/8/11 15:00,4759.9,4681.78,4767.23,4674.86,6093282100,1.01E+11
2020/8/12 10:30,4668.89,4606.37,4680.68,4597.6,9042113100,1.50E+11
2020/8/12 11:30,4606.15,4580.82,4630.23,4580.82,3879125400,65498833884
2020/8/12 14:00,4580.74,4599.74,4608.22,4566.37,3372068100,61677736388
2020/8/12 15:00,4599.98,4647.64,4647.64,4597.22,3995417300,70020599076
2020/8/13 10:30,4666.49,4647.63,4671.77,4626.28,6220201000,1.00E+11
2020/8/13 11:30,4647.49,4634.72,4657.74,4627.34,2896107000,49601019375
2020/8/13 14:00,4634.72,4649.63,4661.27,4633.12,3018541800,48957224723
2020/8/13 15:00,4649.88,4635.71,4652.66,4628.15,3120159400,52010238788
2020/8/14 10:30,4627.61,4654.77,4674.55,4617.97,5303127400,91269927586
2020/8/14 11:30,4655.02,4640.68,4655.02,4622.48,2631602500,45702678852
2020/8/14 14:00,4640.78,4664.82,4667.26,4640.78,2522912000,41040442873
2020/8/14 15:00,4664.55,4704.63,4707.82,4659.55,4271650200,76330884833
2020/8/17 10:30,4727.12,4772.08,4780.86,4721.65,10323669100,1.65E+11
2020/8/17 11:30,4771.81,4819.57,4819.57,4770.05,6064811200,86442400943
2020/8/17 14:00,4822.01,4817.57,4838.09,4814.11,5698475600,89019600211
2020/8/17 15:00,4817.4,4815.23,4822.9,4796.71,4713199700,76380766860
2020/8/18 10:30,4816.57,4815.23,4822.14,4792.04,8344064500,1.35E+11
2020/8/18 11:30,4815,4821.1,4821.32,4792.5,3352290500,58456259421
2020/8/18 14:00,4821.5,4810.19,4825.39,4808.29,3329085000,56527978789
2020/8/18 15:00,4810.19,4812.76,4814.82,4788.83,3888545400,64575844793
2020/8/19 10:30,4804.67,4766.29,4809.05,4766.2,6990272900,1.19E+11
2020/8/19 11:30,4765.38,4786.66,4795.6,4764.56,3231442700,56674249235
2020/8/19 14:00,4786.62,4776.45,4807.84,4771.7,4004980200,61862984141
2020/8/19 15:00,4776.07,4740.68,4782.75,4738.01,5017599000,82249750511
2020/8/20 10:30,4708.13,4690.19,4721.44,4687.18,7006075000,1.13E+11
2020/8/20 11:30,4690.52,4680.73,4705,4676.64,2817141800,45424345779
2020/8/20 14:00,4681.19,4688.75,4696.96,4676.63,2531120400,45098632511
2020/8/20 15:00,4688.51,4679.15,4688.51,4662.8,3482526700,57180551586
2020/8/21 10:30,4717.79,4715.34,4733.53,4708.96,5863207200,1.04E+11
2020/8/21 11:30,4715.15,4734.11,4739.48,4709.63,2801519700,48979813615
2020/8/21 14:00,4734.3,4715.49,4736.28,4713.01,2074204600,38201976421
2020/8/21 15:00,4715.33,4718.84,4721.91,4684.87,3526854900,60652711877
2020/8/24 10:30,4746.4,4758.15,4763.07,4716.84,6214114100,1.13E+11
2020/8/24 11:30,4757.62,4758.5,4765.29,4740.69,2908129600,54051985086
2020/8/24 14:00,4758.5,4765.64,4768.39,4748.79,2842110500,49727791429
2020/8/24 15:00,4765.85,4755.85,4769.47,4747.29,3149997000,55515068670
2020/8/25 10:30,4769.21,4787.18,4802.4,4766.42,5649078300,1.09E+11
2020/8/25 11:30,4786.78,4767.47,4793.99,4761.18,3123826100,60259422057
2020/8/25 14:00,4767.84,4752.14,4772.45,4750.21,2541253000,44416018658
2020/8/25 15:00,4752.18,4761.95,4767.17,4746.31,2855977700,48394361337
2020/8/26 10:30,4761.72,4768.76,4786.42,4745.44,4980395000,99597632045
2020/8/26 11:30,4768.98,4708.02,4774.04,4708,3635747300,67100543217
2020/8/26 14:00,4707.26,4698.45,4735.95,4698.45,3062073100,52351318626
2020/8/26 15:00,4698.33,4706.13,4707.27,4689.88,3452302600,58406866645
2020/8/27 10:30,4718.06,4694.04,4722.87,4679.41,4871700200,90489082614
2020/8/27 11:30,4693.38,4717.41,4722.65,4685.26,2215022200,44275992906
2020/8/27 14:00,4718.6,4718.89,4731.94,4713.91,2212761300,42295062808
2020/8/27 15:00,4718.41,4731.35,4731.49,4708.96,2604801300,46571372972
2020/8/28 10:30,4727.29,4745.97,4761.61,4719.35,5338940400,1.03E+11
2020/8/28 11:30,4745.71,4780.79,4784.83,4745.71,2323691700,48606256399
2020/8/28 14:00,4780.94,4820.33,4820.33,4773.61,3062611600,57009703896
2020/8/28 15:00,4820.45,4844.27,4850.49,4817.91,5214732800,96584858647
2020/8/31 10:30,4870.93,4895.4,4896.58,4861.56,9201790900,1.62E+11
2020/8/31 11:30,4895.15,4881.4,4901.21,4875.51,3753668500,67213985465
2020/8/31 14:00,4881.88,4870.39,4884.34,4863.65,2851398200,50480686158
2020/8/31 15:00,4869.71,4816.22,4869.71,4816.21,4449845300,77211342136
2020/9/1 10:30,4803.39,4804.08,4827.41,4799.69,5388584600,1.02E+11
2020/9/1 11:30,4804.25,4822.13,4831.57,4791.78,2719524400,54927071339
2020/9/1 14:00,4822.26,4822.82,4827.71,4815.13,2598065100,49342922482
2020/9/1 15:00,4822.61,4842.12,4842.14,4814.34,3133366100,56002713271
2020/9/2 10:30,4859.08,4836.46,4861.76,4828.16,6139539300,1.12E+11
2020/9/2 11:30,4836.06,4833.74,4842.12,4797.52,3408913100,58286764155
2020/9/2 14:00,4834.23,4852.04,4857.6,4826.1,2776582700,49822702140
2020/9/2 15:00,4852.38,4843.89,4863.55,4835.77,3473917300,60977041702
2020/9/3 10:30,4841.5,4870.94,4877.01,4826.01,6034820200,1.13E+11
2020/9/3 11:30,4871.06,4842.91,4874.04,4825.57,2874733400,57560262714
2020/9/3 14:00,4843.01,4830.92,4846.58,4821.4,2458428100,45945846680
2020/9/3 15:00,4831.28,4817.1,4831.44,4800.06,3199138400,63217518772
2020/9/4 10:30,4737.24,4748.59,4759.86,4726.56,5443837300,1.12E+11
2020/9/4 11:30,4748.89,4740.73,4757.67,4727.48,1962736600,39482420128
2020/9/4 14:00,4740.64,4750.74,4757.39,4736.06,1882481400,36734229336
2020/9/4 15:00,4750.55,4770.22,4778.2,4745.83,2714224300,50100881378
2020/9/7 10:30,4759.52,4747.29,4789.22,4744.08,5153129500,1.01E+11
2020/9/7 11:30,4746.89,4756.75,4762.31,4727.84,2585609400,50692453093
2020/9/7 14:00,4756.76,4734.8,4756.77,4727.8,2238759000,43102278281
2020/9/7 15:00,4734.79,4669.37,4737.69,4655.56,4883281200,87853555733
2020/9/8 10:30,4683.83,4661.75,4692.99,4656.88,5098468100,99521330293
